,LineId,Date,Timestamp,EventCode,MessageType,Action,Delim,Content,EventId,EventTemplate,Key_0,Val_0,Key_1,Val_1,Key_2,Val_2,Key_3,Val_3
422,423,2019-08-23,22:56:20.238,9,INFO,armada.handlers.chart_deploy,[-],"[chart=ucp-promenade]: known: [], release_name: airship-ucp-promenade[00m",ef6156c3,<*> known <*> release_name airship-ucp-promenade[00m,Not Present,chart=ucp-promenade, known ,"[],", release_name airship-ucp-promenade,None,NotPresent,None
423,424,2019-08-23,22:56:20.238,9,INFO,armada.handlers.chartbuilder,[-],[chart=ucp-promenade]: Building dependency chart promenade-htk for release ucp-promenade.[00m,df5752f2,<*> Building dependency chart <*> for release <*>,Not Present,chart=ucp-promenade, Building dependency chart ,promenade-htk, for release ,ucp-promenade.,Not Present,None
424,425,2019-08-23,22:56:20.246,9,INFO,armada.handlers.chart_deploy,[-],"[chart=ucp-promenade]: Installing release airship-ucp-promenade in namespace ucp, wait=True, timeout=600s[00m",f33ff38c,<*> Installing release <*> in namespace <*> wait True timeout <*>,Not Present,chart=ucp-promenade, Installing release ,airship-ucp-promenade, in namespace ,"ucp,", wait True timeout ,600s
425,426,2019-08-23,22:56:20.251,9,INFO,armada.handlers.tiller,[-],"[chart=ucp-promenade]: Helm install release: wait=True, timeout=600[00m",25462a05,<*> Helm install release wait <*> timeout <*>,Not Present,chart=ucp-promenade, Helm install release wait ,"True,", timeout ,600,Not Present,None
426,427,2019-08-23,22:56:52.894,9,INFO,armada.handlers.chart_deploy,[-],"[chart=ucp-promenade]: Install completed with results from Tiller: {'namespace': 'ucp', 'release': 'airship-ucp-promenade', 'description': 'Install complete', 'version': 1, 'status': 'DEPLOYED'}[00m",fcf3f0a6,<*> Install completed with results from Tiller {'namespace' <*> 'release' <*> 'description' 'Install complete' 'version' 1 'status' 'DEPLOYED'}[00m,Not Present,chart=ucp-promenade, Install completed with results from Tiller {'namespace' ,"'ucp',", 'release' ,"'airship-ucp-promenade',", 'description' 'Install complete' 'version' 1 'status' 'DEPLOYED'},None
427,428,2019-08-23,22:56:52.894,9,INFO,armada.handlers.wait,[-],"[chart=ucp-promenade]: Waiting for resource type=job, namespace=ucp labels=release_group=airship-ucp-promenade required=False for 567s[00m",8d85a441,<*> Waiting for resource type job namespace <*> labels release_group <*> required False for <*>,Not Present,chart=ucp-promenade, Waiting for resource type job namespace ,ucp, labels release_group ,airship-ucp-promenade, required False for ,567s
428,429,2019-08-23,22:56:52.903,9,INFO,armada.handlers.wait,[-],"[chart=ucp-promenade]: Waiting for resource type=pod, namespace=ucp labels=release_group=airship-ucp-promenade required=True for 567s[00m",4984b27b,<*> Waiting for resource type pod namespace <*> labels release_group <*> required True for <*>,Not Present,chart=ucp-promenade, Waiting for resource type pod namespace ,ucp, labels release_group ,airship-ucp-promenade, required True for ,567s
429,430,2019-08-23,22:56:54.296,9,INFO,armada.handlers.test,[-],[chart=ucp-promenade]: RUNNING: airship-ucp-promenade tests with timeout=300s[00m,099b2701,<*> RUNNING <*> tests with timeout 300s[00m,Not Present,chart=ucp-promenade, RUNNING ,airship-ucp-promenade, tests with timeout 300s,None,NotPresent,None
430,431,2019-08-23,22:56:54.312,9,INFO,armada.handlers.tiller,[-],"[chart=ucp-promenade]: Running Helm test: release=airship-ucp-promenade, timeout=300[00m",f26d9761,<*> Running Helm test release <*> timeout 300[00m,Not Present,chart=ucp-promenade, Running Helm test release ,"airship-ucp-promenade,", timeout 300,None,NotPresent,None
431,432,2019-08-23,22:56:54.325,9,INFO,armada.handlers.tiller,[-],[chart=ucp-promenade]: RUNNING: airship-ucp-promenade-api-test[00m,c36524b8,<*> RUNNING airship-ucp-promenade-api-test[00m,Not Present,chart=ucp-promenade, RUNNING airship-ucp-promenade-api-test,None,NotPresent,None,NotPresent,None
432,433,2019-08-23,22:56:57.760,9,INFO,armada.handlers.tiller,[-],[chart=ucp-promenade]: PASSED: airship-ucp-promenade-api-test[00m,5ecb7765,<*> PASSED airship-ucp-promenade-api-test[00m,Not Present,chart=ucp-promenade, PASSED airship-ucp-promenade-api-test,None,NotPresent,None,NotPresent,None
433,434,2019-08-23,22:56:57.871,9,INFO,armada.handlers.test,[-],[chart=ucp-promenade]: PASSED: airship-ucp-promenade[00m,8c2db79e,<*> PASSED airship-ucp-promenade[00m,Not Present,chart=ucp-promenade, PASSED airship-ucp-promenade,None,NotPresent,None,NotPresent,None
434,435,2019-08-23,22:56:57.871,9,INFO,armada.handlers.armada,[-],All Charts applied in ChartGroup ucp-promenade.[00m,eb9b2d5b,All Charts applied in ChartGroup <*>,All Charts applied in ChartGroup ,ucp-promenade.,Not Present,None,NotPresent,None,NotPresent,None
435,436,2019-08-23,22:56:57.872,9,INFO,armada.handlers.armada,[-],"Processing ChartGroup: ucp-shipyard (Shipyard), sequenced=False[00m",ae375d91,Processing ChartGroup <*> <*> sequenced False[00m,Processing ChartGroup ,"ucp-shipyard (Shipyard),",Not Present,None, sequenced False,None,NotPresent,None
436,437,2019-08-23,22:56:57.872,9,INFO,armada.handlers.chart_deploy,[-],"[chart=ucp-shipyard]: Processing Chart, release=airship-ucp-shipyard[00m",6e4ad121,<*> Processing Chart release <*>,Not Present,chart=ucp-shipyard, Processing Chart release ,airship-ucp-shipyard,Not Present,None,NotPresent,None
437,438,2019-08-23,22:56:57.872,9,INFO,armada.handlers.chart_deploy,[-],"[chart=ucp-shipyard]: known: [], release_name: airship-ucp-shipyard[00m",de5b02f6,<*> known <*> release_name airship-ucp-shipyard[00m,Not Present,chart=ucp-shipyard, known ,"[],", release_name airship-ucp-shipyard,None,NotPresent,None
438,439,2019-08-23,22:56:57.873,9,INFO,armada.handlers.chartbuilder,[-],[chart=ucp-shipyard]: Building dependency chart shipyard-htk for release ucp-shipyard.[00m,df5752f2,<*> Building dependency chart <*> for release <*>,Not Present,chart=ucp-shipyard, Building dependency chart ,shipyard-htk, for release ,ucp-shipyard.,Not Present,None
439,440,2019-08-23,22:56:57.884,9,INFO,armada.handlers.chart_deploy,[-],"[chart=ucp-shipyard]: Installing release airship-ucp-shipyard in namespace ucp, wait=True, timeout=600s[00m",f33ff38c,<*> Installing release <*> in namespace <*> wait True timeout <*>,Not Present,chart=ucp-shipyard, Installing release ,airship-ucp-shipyard, in namespace ,"ucp,", wait True timeout ,600s
440,441,2019-08-23,22:56:57.893,9,INFO,armada.handlers.tiller,[-],"[chart=ucp-shipyard]: Helm install release: wait=True, timeout=600[00m",25462a05,<*> Helm install release wait <*> timeout <*>,Not Present,chart=ucp-shipyard, Helm install release wait ,"True,", timeout ,600,Not Present,None
441,442,2019-08-23,22:58:37.841,9,INFO,armada.handlers.chart_deploy,[-],"[chart=ucp-shipyard]: Install completed with results from Tiller: {'namespace': 'ucp', 'release': 'airship-ucp-shipyard', 'description': 'Install complete', 'version': 1, 'status': 'DEPLOYED'}[00m",fcf3f0a6,<*> Install completed with results from Tiller {'namespace' <*> 'release' <*> 'description' 'Install complete' 'version' 1 'status' 'DEPLOYED'}[00m,Not Present,chart=ucp-shipyard, Install completed with results from Tiller {'namespace' ,"'ucp',", 'release' ,"'airship-ucp-shipyard',", 'description' 'Install complete' 'version' 1 'status' 'DEPLOYED'},None
442,443,2019-08-23,22:58:37.841,9,INFO,armada.handlers.wait,[-],"[chart=ucp-shipyard]: Waiting for resource type=job, namespace=ucp labels=release_group=airship-ucp-shipyard required=False for 500s[00m",8d85a441,<*> Waiting for resource type job namespace <*> labels release_group <*> required False for <*>,Not Present,chart=ucp-shipyard, Waiting for resource type job namespace ,ucp, labels release_group ,airship-ucp-shipyard, required False for ,500s
443,444,2019-08-23,22:58:37.857,9,INFO,armada.handlers.wait,[-],"[chart=ucp-shipyard]: Waiting for resource type=pod, namespace=ucp labels=release_group=airship-ucp-shipyard required=True for 500s[00m",4984b27b,<*> Waiting for resource type pod namespace <*> labels release_group <*> required True for <*>,Not Present,chart=ucp-shipyard, Waiting for resource type pod namespace ,ucp, labels release_group ,airship-ucp-shipyard, required True for ,500s
444,445,2019-08-23,22:58:37.889,9,INFO,armada.handlers.test,[-],[chart=ucp-shipyard]: RUNNING: airship-ucp-shipyard tests with timeout=300s[00m,099b2701,<*> RUNNING <*> tests with timeout 300s[00m,Not Present,chart=ucp-shipyard, RUNNING ,airship-ucp-shipyard, tests with timeout 300s,None,NotPresent,None
445,446,2019-08-23,22:58:37.921,9,INFO,armada.handlers.tiller,[-],"[chart=ucp-shipyard]: Running Helm test: release=airship-ucp-shipyard, timeout=300[00m",f26d9761,<*> Running Helm test release <*> timeout 300[00m,Not Present,chart=ucp-shipyard, Running Helm test release ,"airship-ucp-shipyard,", timeout 300,None,NotPresent,None
446,447,2019-08-23,22:58:37.942,9,INFO,armada.handlers.tiller,[-],[chart=ucp-shipyard]: RUNNING: airship-ucp-shipyard-shipyard-api-test[00m,85e90ad8,<*> RUNNING airship-ucp-shipyard-shipyard-api-test[00m,Not Present,chart=ucp-shipyard, RUNNING airship-ucp-shipyard-shipyard-api-test,None,NotPresent,None,NotPresent,None
447,448,2019-08-23,22:58:40.809,9,INFO,armada.handlers.tiller,[-],[chart=ucp-shipyard]: PASSED: airship-ucp-shipyard-shipyard-api-test[00m,53f5ba67,<*> PASSED airship-ucp-shipyard-shipyard-api-test[00m,Not Present,chart=ucp-shipyard, PASSED airship-ucp-shipyard-shipyard-api-test,None,NotPresent,None,NotPresent,None
448,449,2019-08-23,22:58:41.053,9,INFO,armada.handlers.test,[-],[chart=ucp-shipyard]: PASSED: airship-ucp-shipyard[00m,989337f4,<*> PASSED airship-ucp-shipyard[00m,Not Present,chart=ucp-shipyard, PASSED airship-ucp-shipyard,None,NotPresent,None,NotPresent,None
449,450,2019-08-23,22:58:41.054,9,INFO,armada.handlers.armada,[-],All Charts applied in ChartGroup ucp-shipyard.[00m,eb9b2d5b,All Charts applied in ChartGroup <*>,All Charts applied in ChartGroup ,ucp-shipyard.,Not Present,None,NotPresent,None,NotPresent,None
450,451,2019-08-23,22:58:41.054,9,INFO,armada.handlers.armada,[-],Performing post-flight operations.[00m,3ca4685c,Performing post-flight operations.[00m,Performing post-flight operations.,None,NotPresent,None,NotPresent,None,NotPresent,None
451,452,2019-08-23,22:58:41.176,9,INFO,armada.handlers.armada,[-],Done applying manifest.[00m,bb6bc164,Done applying manifest.[00m,Done applying manifest.,None,NotPresent,None,NotPresent,None,NotPresent,None
452,453,2019-08-23,22:58:42.062,9,INFO,armada.handlers.lock,[-],Releasing lock[00m,2a54b14a,Releasing lock[00m,Releasing lock,None,NotPresent,None,NotPresent,None,NotPresent,None
453,454,2019-08-23,22:58:42.068,9,INFO,armada.cli,[-],Did not perform chart upgrade(s)[00m,7c661d86,Did not perform chart <*>,Did not perform chart ,upgrade(s),Not Present,None,NotPresent,None,NotPresent,None
454,455,2019-08-23,22:58:42.069,9,INFO,armada.cli,[-],No release changes detected[00m,2afa54f8,No release changes detected[00m,No release changes detected,None,NotPresent,None,NotPresent,None,NotPresent,None
455,456,2019-08-23,22:58:42.069,9,INFO,armada.cli,[-],Chart airship-podsecuritypolicy took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-podsecuritypolicy, took action install,None,NotPresent,None,NotPresent,None
456,457,2019-08-23,22:58:42.069,9,INFO,armada.cli,[-],Chart airship-kubernetes-proxy took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-kubernetes-proxy, took action install,None,NotPresent,None,NotPresent,None
457,458,2019-08-23,22:58:42.069,9,INFO,armada.cli,[-],Chart airship-kubernetes-calico-etcd took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-kubernetes-calico-etcd, took action install,None,NotPresent,None,NotPresent,None
458,459,2019-08-23,22:58:42.069,9,INFO,armada.cli,[-],Chart airship-kubernetes-calico took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-kubernetes-calico, took action install,None,NotPresent,None,NotPresent,None
459,460,2019-08-23,22:58:42.069,9,INFO,armada.cli,[-],Chart airship-coredns took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-coredns, took action install,None,NotPresent,None,NotPresent,None
460,461,2019-08-23,22:58:42.069,9,INFO,armada.cli,[-],Chart airship-kubernetes-etcd took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-kubernetes-etcd, took action install,None,NotPresent,None,NotPresent,None
461,462,2019-08-23,22:58:42.069,9,INFO,armada.cli,[-],Chart airship-haproxy took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-haproxy, took action install,None,NotPresent,None,NotPresent,None
462,463,2019-08-23,22:58:42.069,9,INFO,armada.cli,[-],Chart airship-kubernetes-scheduler took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-kubernetes-scheduler, took action install,None,NotPresent,None,NotPresent,None
463,464,2019-08-23,22:58:42.069,9,INFO,armada.cli,[-],Chart airship-kubernetes-controller-manager took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-kubernetes-controller-manager, took action install,None,NotPresent,None,NotPresent,None
464,465,2019-08-23,22:58:42.069,9,INFO,armada.cli,[-],Chart airship-kubernetes-apiserver took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-kubernetes-apiserver, took action install,None,NotPresent,None,NotPresent,None
465,466,2019-08-23,22:58:42.069,9,INFO,armada.cli,[-],Chart airship-ingress-kube-system took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-ingress-kube-system, took action install,None,NotPresent,None,NotPresent,None
466,467,2019-08-23,22:58:42.070,9,INFO,armada.cli,[-],Chart airship-ucp-ceph-ingress took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-ucp-ceph-ingress, took action install,None,NotPresent,None,NotPresent,None
467,468,2019-08-23,22:58:42.070,9,INFO,armada.cli,[-],Chart airship-ucp-ceph-mon took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-ucp-ceph-mon, took action install,None,NotPresent,None,NotPresent,None
468,469,2019-08-23,22:58:42.070,9,INFO,armada.cli,[-],Chart airship-ucp-ceph-osd took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-ucp-ceph-osd, took action install,None,NotPresent,None,NotPresent,None
469,470,2019-08-23,22:58:42.070,9,INFO,armada.cli,[-],Chart airship-ucp-ceph-client took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-ucp-ceph-client, took action install,None,NotPresent,None,NotPresent,None
470,471,2019-08-23,22:58:42.070,9,INFO,armada.cli,[-],Chart airship-ucp-ceph-provisioners took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-ucp-ceph-provisioners, took action install,None,NotPresent,None,NotPresent,None
471,472,2019-08-23,22:58:42.070,9,INFO,armada.cli,[-],Chart airship-ucp-ceph-config took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-ucp-ceph-config, took action install,None,NotPresent,None,NotPresent,None
472,473,2019-08-23,22:58:42.070,9,INFO,armada.cli,[-],Chart airship-ingress took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-ingress, took action install,None,NotPresent,None,NotPresent,None
473,474,2019-08-23,22:58:42.070,9,INFO,armada.cli,[-],Chart airship-ucp-postgresql took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-ucp-postgresql, took action install,None,NotPresent,None,NotPresent,None
474,475,2019-08-23,22:58:42.070,9,INFO,armada.cli,[-],Chart airship-ucp-rabbitmq took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-ucp-rabbitmq, took action install,None,NotPresent,None,NotPresent,None
475,476,2019-08-23,22:58:42.070,9,INFO,armada.cli,[-],Chart airship-ucp-mariadb took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-ucp-mariadb, took action install,None,NotPresent,None,NotPresent,None
476,477,2019-08-23,22:58:42.070,9,INFO,armada.cli,[-],Chart airship-ucp-keystone-memcached took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-ucp-keystone-memcached, took action install,None,NotPresent,None,NotPresent,None
477,478,2019-08-23,22:58:42.070,9,INFO,armada.cli,[-],Chart airship-ucp-keystone took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-ucp-keystone, took action install,None,NotPresent,None,NotPresent,None
478,479,2019-08-23,22:58:42.070,9,INFO,armada.cli,[-],Chart airship-ucp-divingbell took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-ucp-divingbell, took action install,None,NotPresent,None,NotPresent,None
479,480,2019-08-23,22:58:42.070,9,INFO,armada.cli,[-],Chart airship-ucp-tiller took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-ucp-tiller, took action install,None,NotPresent,None,NotPresent,None
480,481,2019-08-23,22:58:42.070,9,INFO,armada.cli,[-],Chart airship-ucp-armada took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-ucp-armada, took action install,None,NotPresent,None,NotPresent,None
481,482,2019-08-23,22:58:42.071,9,INFO,armada.cli,[-],Chart airship-ucp-barbican took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-ucp-barbican, took action install,None,NotPresent,None,NotPresent,None
482,483,2019-08-23,22:58:42.071,9,INFO,armada.cli,[-],Chart airship-ucp-deckhand took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-ucp-deckhand, took action install,None,NotPresent,None,NotPresent,None
483,484,2019-08-23,22:58:42.071,9,INFO,armada.cli,[-],Chart airship-drydock took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-drydock, took action install,None,NotPresent,None,NotPresent,None
484,485,2019-08-23,22:58:42.071,9,INFO,armada.cli,[-],Chart airship-maas took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-maas, took action install,None,NotPresent,None,NotPresent,None
485,486,2019-08-23,22:58:42.071,9,INFO,armada.cli,[-],Chart airship-ucp-promenade took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-ucp-promenade, took action install,None,NotPresent,None,NotPresent,None
486,487,2019-08-23,22:58:42.071,9,INFO,armada.cli,[-],Chart airship-ucp-shipyard took action: install[00m,59762e6d,Chart <*> took action install[00m,Chart ,airship-ucp-shipyard, took action install,None,NotPresent,None,NotPresent,None
487,488,2019-08-23,22:58:42.071,9,INFO,armada.cli,[-],Did not perform chart protected(s)[00m,7c661d86,Did not perform chart <*>,Did not perform chart ,protected(s),Not Present,None,NotPresent,None,NotPresent,None
488,489,2019-08-23,22:58:42.071,9,INFO,armada.cli,[-],Did not perform chart purge(s)[00m,7c661d86,Did not perform chart <*>,Did not perform chart ,purge(s),Not Present,None,NotPresent,None,NotPresent,None
