LineId,Date,Timestamp,EventCode,MessageType,Content,EventId,EventTemplate,ParameterList
181,2019-08-23,22:27:09.063,9,INFO,"armada.handlers.chart_deploy [-] [chart=ucp-ceph-mon]: Installing release airship-ucp-ceph-mon in namespace ceph, wait=True, timeout=1800s[00m",3e56065d,armada.handlers.chart_deploy <*> <*> Installing release <*> in namespace <*> wait <*> timeout <*>,"['[-] [chart=ucp-ceph-mon]:', 'airship-ucp-ceph-mon', 'ceph,', 'True,', '1800s\x1b[00m']"
182,2019-08-23,22:27:09.065,9,INFO,"armada.handlers.tiller [-] [chart=ucp-ceph-mon]: Helm install release: wait=True, timeout=1800[00m",e1e364e7,armada.handlers.tiller <*> <*> Helm install release wait <*> timeout <*>,"['[-] [chart=ucp-ceph-mon]:', 'True,', '1800\x1b[00m']"
183,2019-08-23,22:29:54.000,9,INFO,"armada.handlers.chart_deploy [-] [chart=ucp-ceph-mon]: Install completed with results from Tiller: {'namespace': 'ceph', 'release': 'airship-ucp-ceph-mon', 'description': 'Install complete', 'version': 1, 'status': 'DEPLOYED'}[00m",68d3ee89,armada.handlers.chart_deploy <*> <*> Install completed with results from Tiller {'namespace' <*> 'release' <*> 'description' 'Install complete' 'version' 1 'status' 'DEPLOYED'}[00m,"['[-] [chart=ucp-ceph-mon]:', ""'ceph',"", ""'airship-ucp-ceph-mon',""]"
184,2019-08-23,22:29:54.000,9,INFO,"armada.handlers.wait [-] [chart=ucp-ceph-mon]: Waiting for resource type=job, namespace=ceph labels=release_group=airship-ucp-ceph-mon required=False for 1635s[00m",29249cd8,armada.handlers.wait <*> <*> Waiting for resource type <*> namespace <*> labels release_group <*> required <*> for <*>,"['[-] [chart=ucp-ceph-mon]:', 'job,', 'ceph', 'airship-ucp-ceph-mon', 'False', '1635s\x1b[00m']"
185,2019-08-23,22:29:58.220,9,INFO,"armada.handlers.wait [-] [chart=ucp-ceph-mon]: Waiting for resource type=pod, namespace=ceph labels=release_group=airship-ucp-ceph-mon required=True for 1631s[00m",29249cd8,armada.handlers.wait <*> <*> Waiting for resource type <*> namespace <*> labels release_group <*> required <*> for <*>,"['[-] [chart=ucp-ceph-mon]:', 'pod,', 'ceph', 'airship-ucp-ceph-mon', 'True', '1631s\x1b[00m']"
186,2019-08-23,22:29:58.238,9,INFO,armada.handlers.test [-] [chart=ucp-ceph-mon]: RUNNING: airship-ucp-ceph-mon tests with timeout=300s[00m,fb8fd46c,armada.handlers.test <*> <*> RUNNING <*> tests with timeout 300s[00m,"['[-] [chart=ucp-ceph-mon]:', 'airship-ucp-ceph-mon']"
187,2019-08-23,22:29:58.255,9,INFO,"armada.handlers.tiller [-] [chart=ucp-ceph-mon]: Running Helm test: release=airship-ucp-ceph-mon, timeout=300[00m",33125623,armada.handlers.tiller <*> <*> Running Helm test release <*> timeout 300[00m,"['[-] [chart=ucp-ceph-mon]:', 'airship-ucp-ceph-mon,']"
188,2019-08-23,22:29:58.265,9,INFO,armada.handlers.tiller [-] [chart=ucp-ceph-mon]: No Tests Found[00m,5953396f,armada.handlers.tiller <*> <*> No Tests Found[00m,['[-] [chart=ucp-ceph-mon]:']
189,2019-08-23,22:29:58.390,9,INFO,armada.handlers.test [-] [chart=ucp-ceph-mon]: PASSED: airship-ucp-ceph-mon[00m,4ab8023c,armada.handlers.test <*> <*> PASSED <*>,"['[-] [chart=ucp-ceph-mon]:', 'airship-ucp-ceph-mon\x1b[00m']"
190,2019-08-23,22:29:58.391,9,INFO,"armada.handlers.chart_deploy [-] [chart=ucp-ceph-osd]: Processing Chart, release=airship-ucp-ceph-osd[00m",09280669,armada.handlers.chart_deploy <*> <*> Processing Chart release <*>,"['[-] [chart=ucp-ceph-osd]:', 'airship-ucp-ceph-osd\x1b[00m']"
